,id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,land_contour,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_sf_2,total_bsmt_sf,heating_qc,central_air,electrical,gr_liv_area,bsmt_full_bath,full_bath,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,sale_type,saleprice
1035,2667,75,RM,90.0,22950,Pave,Lvl,OldTown,Artery,1Fam,2.5Fin,10,9,1892,1993,Gable,Wd Sdng,None,0.0,4,4,BrkTil,3,3,2,1,0.0,0.0,1107.0,5,Y,5,3608,0.0,2,1,5,12,7,2,3,Detchd,1993.0,1,3.0,840.0,5,3,3,WD ,475000
1036,2884,120,RM,41.0,5748,Pave,HLS,Crawfor,Norm,TwnhsE,1Story,8,5,2005,2006,Hip,CmentBd,Stone,473.0,4,3,PConc,5,3,4,6,1573.0,0.0,1573.0,5,Y,5,1778,2.0,2,1,5,5,7,1,4,Attchd,2005.0,3,2.0,495.0,3,3,3,New,375000
1037,28,20,RL,70.0,10500,Pave,Lvl,NAmes,Norm,1Fam,1Story,4,5,1971,1971,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,432.0,0.0,864.0,3,Y,5,864,0.0,1,1,3,5,7,1,1,,0.0,0,0.0,0.0,0,0,3,ConLI,115000
1038,531,20,FV,62.0,7500,Pave,Lvl,Somerst,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,6,410.0,0.0,1221.0,5,Y,5,1221,1.0,2,1,4,6,7,0,0,Attchd,2004.0,2,2.0,400.0,3,3,3,WD ,185000
1039,2189,40,RL,62.0,10042,Pave,Bnk,Edwards,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,144.0,278.0,660.0,3,Y,5,865,1.0,1,1,3,4,7,1,4,Detchd,1920.0,1,1.0,216.0,3,3,3,WD ,108500
1040,2508,160,FV,24.0,2544,Pave,Lvl,Somerst,Norm,Twnhs,2Story,7,5,2005,2005,Gable,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,0.0,600.0,5,Y,5,1223,0.0,2,1,4,4,7,0,0,Detchd,2005.0,2,2.0,480.0,3,3,3,WD ,147400
1041,573,160,FV,35.0,3768,Pave,Lvl,Somerst,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,MetalSd,BrkFace,218.0,4,3,PConc,4,3,1,6,549.0,0.0,691.0,5,Y,5,1452,1.0,2,1,4,6,7,0,0,Detchd,1999.0,1,2.0,506.0,3,3,3,WD ,156000
1042,1363,50,RM,62.07936507936508,10320,Pave,Lvl,IDOTRR,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,HdBoard,None,0.0,3,2,BrkTil,3,2,1,1,0.0,0.0,880.0,4,Y,5,1308,0.0,2,1,3,6,7,0,0,Detchd,1950.0,1,2.0,400.0,2,2,3,WD ,120000
1043,487,80,RL,61.0,9734,Pave,Lvl,Gilbert,RRAn,1Fam,SLvl,7,5,2004,2004,Gable,VinylSd,None,0.0,4,3,PConc,4,3,2,6,241.0,113.0,384.0,5,Y,5,1374,0.0,2,1,4,7,7,0,0,BuiltIn,2004.0,3,2.0,400.0,3,3,3,WD ,167000
1044,1083,120,RL,43.0,3182,Pave,Lvl,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,BrkFace,14.0,4,3,PConc,4,4,1,6,16.0,0.0,1346.0,5,Y,5,1504,0.0,2,1,4,7,7,1,4,Attchd,2005.0,3,2.0,437.0,3,3,3,WD ,191000
1045,1620,80,RL,56.0,8872,Pave,HLS,Gilbert,Norm,1Fam,SLvl,6,5,1997,1997,Gable,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,0.0,384.0,4,Y,5,1384,0.0,2,1,3,7,7,1,3,BuiltIn,1997.0,3,2.0,390.0,3,3,3,WD ,161500
1046,1929,20,RL,70.0,12198,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,6,1955,1975,Gable,VinylSd,None,0.0,3,3,CBlock,3,3,3,3,780.0,0.0,1204.0,3,Y,5,1411,0.0,1,1,3,7,7,1,3,Attchd,1955.0,2,1.0,310.0,3,3,3,COD,130000
1047,1820,20,RL,80.0,8480,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,6,1963,1963,Hip,HdBoard,None,0.0,3,3,CBlock,3,3,1,6,630.0,0.0,970.0,3,Y,5,970,1.0,1,1,3,5,7,0,0,Detchd,1996.0,1,2.0,624.0,3,3,3,WD ,132500
1048,1398,80,RL,72.77464788732394,10200,Pave,Lvl,Sawyer,Norm,1Fam,SLvl,5,8,1970,1970,Hip,HdBoard,None,0.0,3,4,PConc,4,3,3,5,704.0,0.0,864.0,5,Y,5,904,0.0,1,1,4,5,7,0,0,2Types,1979.0,1,3.0,912.0,3,3,3,WD ,144000
1049,2177,90,RL,66.93023255813954,9555,Pave,Lvl,Edwards,Norm,Duplex,2Story,5,6,1979,1979,Gable,Plywood,None,0.0,3,3,Slab,0,0,0,0,0.0,0.0,0.0,3,Y,5,2233,0.0,2,2,3,11,7,0,0,Attchd,1979.0,3,2.0,579.0,3,4,3,WD ,141000
1050,2144,20,RL,60.0,7200,Pave,Lvl,CollgCr,Norm,1Fam,1Story,4,8,1972,2006,Gable,Plywood,None,0.0,3,4,CBlock,3,3,1,3,385.0,0.0,385.0,4,Y,5,875,0.0,1,1,4,5,7,0,0,Detchd,1975.0,1,2.0,728.0,3,3,3,WD ,117000
1051,2697,190,RM,60.0,6780,Pave,Lvl,IDOTRR,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,Wd Sdng,None,0.0,3,2,CBlock,3,3,3,6,490.0,0.0,520.0,4,N,5,754,1.0,1,1,3,5,7,0,0,,0.0,0,0.0,0.0,0,0,1,WD ,84500
1052,1403,20,RL,92.5,53227,Pave,Low,ClearCr,Norm,1Fam,1Story,4,6,1954,1994,Flat,Plywood,None,0.0,3,3,CBlock,4,3,4,4,1116.0,0.0,1364.0,5,Y,5,1663,1.0,1,1,4,6,6,2,4,Attchd,1954.0,3,2.0,529.0,3,3,3,WD ,256000
1053,596,20,RL,70.0,9100,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,6,1965,1965,Gable,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,338.0,466.0,925.0,5,Y,5,925,0.0,1,1,3,5,7,0,0,Detchd,1965.0,1,1.0,429.0,3,3,3,WD ,117500
1054,922,50,RL,130.0,9600,Pave,HLS,Crawfor,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,MetalSd,None,0.0,4,4,BrkTil,3,2,1,3,428.0,0.0,728.0,5,Y,5,1308,1.0,1,1,3,7,5,2,3,Detchd,1940.0,1,1.0,256.0,3,3,3,WD ,160000
1055,2065,20,RL,81.0,14175,Pave,Bnk,Sawyer,PosA,1Fam,1Story,5,5,1956,1998,Hip,BrkFace,None,0.0,3,3,CBlock,3,3,1,3,386.0,522.0,1240.0,4,Y,5,1375,1.0,1,1,3,6,7,1,4,Attchd,1956.0,1,1.0,323.0,3,3,3,WD ,187000
1056,1710,60,RL,110.0,14277,Pave,Lvl,NridgHt,Norm,1Fam,2Story,8,5,2003,2003,Gable,VinylSd,BrkFace,280.0,4,3,PConc,5,3,2,6,938.0,0.0,1317.0,5,Y,5,2385,1.0,2,1,4,7,7,1,4,Attchd,2003.0,3,3.0,818.0,3,3,3,WD ,350000
1057,1034,90,RL,60.0,9000,Pave,Lvl,NAmes,Norm,Duplex,2Story,5,5,1974,1974,Gable,VinylSd,None,0.0,3,3,CBlock,4,3,2,1,0.0,0.0,896.0,3,Y,5,1792,0.0,2,2,3,8,7,0,0,Detchd,1982.0,1,2.0,480.0,3,3,3,WD ,133000
1058,1057,20,RL,105.0,13693,Pave,Lvl,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,Stone,554.0,4,3,PConc,5,3,4,6,1728.0,495.0,2418.0,5,Y,5,2464,1.0,2,1,5,9,7,1,5,Attchd,2007.0,3,3.0,650.0,3,3,3,WD ,417500
1059,470,120,RL,51.0,3635,Pave,Lvl,Blmngtn,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,BrkFace,130.0,4,3,PConc,4,3,1,5,988.0,0.0,1386.0,5,Y,5,1569,0.0,2,1,4,7,7,1,3,Attchd,2007.0,2,3.0,660.0,3,3,3,WD ,175900
1060,819,20,RL,84.0,10933,Pave,Lvl,CollgCr,Norm,1Fam,1Story,9,5,2009,2009,Hip,VinylSd,Stone,242.0,5,3,PConc,5,3,4,6,1021.0,0.0,1555.0,5,Y,5,1680,1.0,1,1,5,8,7,1,4,Attchd,2009.0,3,3.0,1138.0,3,3,3,New,323262
1061,2160,20,RL,65.0,8450,Pave,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,None,0.0,4,3,PConc,4,3,2,6,699.0,0.0,1337.0,5,Y,5,1337,1.0,2,1,4,6,7,0,0,Attchd,2003.0,2,2.0,531.0,3,3,3,WD ,185000
1062,2552,30,RL,60.0,8550,Pave,Lvl,NAmes,Norm,1Fam,1Story,6,8,1934,1950,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,574.0,0.0,816.0,5,Y,5,816,1.0,1,1,3,4,7,1,2,Attchd,1949.0,1,1.0,240.0,3,3,3,WD ,129800
1063,41,20,RL,95.0,12182,Pave,Lvl,NridgHt,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,BrkFace,226.0,4,3,PConc,4,3,2,4,1201.0,0.0,1541.0,5,Y,5,1541,0.0,2,1,4,7,7,1,4,Attchd,2005.0,2,2.0,532.0,3,3,3,New,220000
1064,742,50,RM,51.0,6120,Pave,Lvl,BrkSide,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,AsbShng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,0.0,884.0,5,Y,5,1573,0.0,1,1,4,6,7,0,0,Detchd,1935.0,1,1.0,240.0,3,3,3,WD ,133000
1065,686,50,RL,60.0,10800,Pave,Lvl,NAmes,Artery,1Fam,1.5Fin,4,7,1949,1996,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,0.0,832.0,3,Y,3,1461,0.0,2,1,3,6,7,0,0,Detchd,1949.0,1,1.0,384.0,3,3,3,WD ,133500
1066,314,90,RL,75.47692307692307,12760,Pave,Lvl,Mitchel,Norm,Duplex,1Story,6,5,1976,1976,Gable,Plywood,None,0.0,3,3,CBlock,3,3,1,1,0.0,0.0,1958.0,3,Y,5,2048,0.0,3,2,3,9,7,0,0,2Types,1976.0,1,2.0,776.0,3,3,3,ConLD,170000
1067,1630,60,RL,72.02564102564102,7655,Pave,Lvl,Gilbert,Norm,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0.0,0.0,903.0,4,Y,5,1642,0.0,2,1,3,7,7,1,3,Attchd,1993.0,2,2.0,392.0,3,3,3,WD ,168000
1068,191,70,RM,60.0,10560,Pave,Lvl,OldTown,Norm,1Fam,2Story,6,7,1922,1994,Gable,Wd Sdng,None,0.0,3,3,CBlock,2,3,1,3,283.0,0.0,738.0,5,Y,5,1470,0.0,1,1,3,6,6,0,0,Detchd,1970.0,1,2.0,624.0,3,3,3,WD ,140750
1069,1626,60,RL,60.0,7500,Pave,Lvl,Gilbert,Norm,1Fam,2Story,6,5,1999,2003,Gable,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,0.0,938.0,5,Y,5,2299,0.0,3,1,3,7,7,1,3,Attchd,1999.0,3,2.0,482.0,3,3,3,WD ,204000
1070,59,60,RL,72.02564102564102,9505,Pave,Lvl,Gilbert,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,BrkFace,180.0,4,3,PConc,4,3,1,1,0.0,0.0,884.0,5,Y,5,2035,0.0,2,1,4,8,7,1,4,BuiltIn,2001.0,3,2.0,434.0,3,3,3,WD ,222500
1071,2632,85,RL,69.0,10205,Pave,Lvl,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,3,4,784.0,0.0,925.0,3,Y,5,999,1.0,1,1,3,6,7,0,0,Attchd,1962.0,1,1.0,300.0,3,3,3,WD ,134500
1072,1835,120,FV,45.0,4379,Pave,Lvl,Somerst,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,MetalSd,None,0.0,4,3,PConc,4,3,3,6,851.0,0.0,1378.0,5,Y,5,1378,1.0,2,1,4,6,7,1,4,Attchd,2004.0,3,2.0,540.0,3,3,3,WD ,214000
1073,2675,190,RM,65.0,7800,Pave,Lvl,OldTown,Artery,2fmCon,1.5Fin,5,7,1939,1950,Gable,MetalSd,None,0.0,3,3,CBlock,4,3,2,3,507.0,0.0,793.0,3,Y,5,1118,1.0,1,1,3,5,7,1,4,Detchd,1939.0,1,2.0,410.0,3,3,3,WD ,119900
1074,1503,90,RL,92.0,12108,Pave,Lvl,Edwards,Norm,Duplex,1Story,4,4,1955,1955,Gable,VinylSd,BrkFace,270.0,3,3,CBlock,3,3,1,5,133.0,0.0,1440.0,3,N,3,1440,0.0,2,2,2,8,7,0,0,,0.0,0,0.0,0.0,0,0,3,WD ,118000
1075,1963,20,RL,70.0,7000,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,7,1960,2002,Gable,Wd Sdng,BrkFace,45.0,3,3,CBlock,3,3,1,3,588.0,0.0,1010.0,5,Y,5,1134,0.0,1,1,3,6,7,0,0,Attchd,1960.0,2,1.0,254.0,3,3,3,WD ,135000
1076,1352,50,RL,64.0,13053,Pave,Bnk,BrkSide,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,0.0,833.0,4,Y,5,1848,0.0,1,1,4,8,7,1,4,Detchd,1922.0,1,2.0,370.0,3,3,1,WD ,207000
1077,1519,50,RL,60.0,8400,Pave,Bnk,SWISU,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,MetalSd,None,0.0,3,3,PConc,3,3,1,3,423.0,0.0,1181.0,2,Y,5,1694,0.0,2,1,3,7,7,1,4,Detchd,1925.0,1,2.0,576.0,3,3,3,WD ,136500
1078,1305,20,RM,50.0,6000,Pave,Lvl,OldTown,Norm,1Fam,1Story,4,7,1954,2000,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,0.0,901.0,5,Y,5,901,0.0,1,1,3,4,7,0,0,Detchd,1954.0,1,1.0,281.0,2,3,3,WD ,107900
1079,2014,50,RM,56.35714285714285,6240,Pave,Lvl,BrkSide,Norm,1Fam,1.5Fin,6,5,1938,1950,Gable,VinylSd,None,0.0,3,3,BrkTil,3,3,1,2,52.0,0.0,861.0,4,Y,5,1409,1.0,1,1,3,6,7,1,4,Detchd,1968.0,1,2.0,528.0,3,3,3,WD ,126000
1080,1,20,RL,141.0,31770,Pave,Lvl,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Hip,Plywood,Stone,112.0,3,3,CBlock,3,4,4,4,639.0,0.0,1080.0,2,Y,5,1656,1.0,1,1,3,7,7,2,4,Attchd,1960.0,3,2.0,528.0,3,3,2,WD ,215000
1081,1052,60,RL,96.0,12474,Pave,Lvl,NridgHt,Norm,1Fam,2Story,10,5,2007,2008,Gable,VinylSd,Stone,272.0,5,3,PConc,5,3,3,6,1280.0,0.0,1682.0,5,Y,5,2332,1.0,2,1,5,9,7,1,5,BuiltIn,2008.0,3,3.0,846.0,3,3,3,New,426000
1082,622,20,RL,80.0,9600,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,7,1950,2007,Gable,MetalSd,None,0.0,4,3,CBlock,3,3,1,5,607.0,0.0,1113.0,4,Y,5,1113,0.0,1,1,4,5,7,1,4,Attchd,1950.0,1,1.0,264.0,3,3,3,WD ,147000
1083,913,30,RL,64.0,8574,Pave,Lvl,Crawfor,Norm,1Fam,1Story,6,8,1916,2000,Gable,Stucco,None,0.0,4,3,BrkTil,3,3,1,1,0.0,0.0,816.0,5,Y,5,1232,0.0,1,1,4,6,7,1,4,Detchd,1916.0,1,2.0,440.0,3,3,3,WD ,147500
1084,1058,20,RL,104.0,14418,Pave,Lvl,NridgHt,Norm,1Fam,1Story,9,5,2007,2007,Hip,VinylSd,BrkFace,480.0,5,3,PConc,5,3,4,6,1375.0,0.0,1950.0,5,Y,5,1950,1.0,2,1,5,7,7,1,4,Attchd,2007.0,3,3.0,706.0,3,3,3,WD ,383000
1085,2348,20,RL,80.0,10400,Pave,Lvl,NWAmes,Norm,1Fam,1Story,7,5,1988,1988,Gable,Wd Sdng,BrkFace,102.0,3,3,CBlock,4,3,3,6,929.0,0.0,1845.0,4,Y,5,1872,0.0,2,1,3,6,7,1,3,Attchd,1988.0,3,2.0,604.0,3,3,3,WD ,241500
1086,1527,50,RL,63.0,15564,Pave,Lvl,Crawfor,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,Wd Shng,None,0.0,3,3,BrkTil,4,3,1,1,0.0,0.0,676.0,5,Y,5,1264,0.0,1,1,3,6,7,0,0,Detchd,1994.0,1,2.0,400.0,3,3,3,WD ,147500
1087,1011,60,RL,101.0,13543,Pave,HLS,StoneBr,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,Stone,130.0,4,3,PConc,5,3,4,6,16.0,0.0,1168.0,5,Y,5,2500,0.0,3,1,5,9,7,1,4,BuiltIn,2005.0,3,3.0,683.0,3,3,3,WD ,355000
1088,1332,45,RM,50.0,6130,Pave,Lvl,BrkSide,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,3,3,1,5,784.0,0.0,784.0,4,Y,5,784,1.0,1,1,4,5,7,0,0,,0.0,0,0.0,0.0,0,0,3,WD ,109500
1089,709,30,RM,50.0,5925,Pave,Lvl,OldTown,Norm,1Fam,1Story,2,4,1940,1950,Gable,MetalSd,None,0.0,3,4,BrkTil,0,0,0,0,0.0,0.0,0.0,2,N,4,612,0.0,1,1,3,4,7,0,0,Detchd,1965.0,1,1.0,308.0,3,2,1,WD ,45000
1090,209,70,RL,92.5,24090,Pave,Lvl,ClearCr,Norm,1Fam,2Story,7,7,1940,1950,Gable,MetalSd,None,0.0,3,4,CBlock,3,3,2,1,0.0,0.0,1032.0,5,Y,5,2403,0.0,2,1,3,10,7,2,3,Attchd,1940.0,1,1.0,349.0,3,3,3,COD,244400
1091,619,20,RL,80.0,9600,Pave,Lvl,NAmes,Norm,1Fam,1Story,6,5,1953,1953,Hip,HdBoard,Stone,238.0,3,3,CBlock,3,3,1,6,1285.0,0.0,1416.0,3,Y,5,1644,1.0,1,1,3,7,7,2,4,Attchd,1953.0,3,2.0,418.0,3,3,3,WD ,167000
1092,2150,60,RL,65.0,8158,Pave,Lvl,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,BrkFace,214.0,4,3,PConc,4,3,1,1,0.0,0.0,860.0,5,Y,5,1729,0.0,2,1,4,7,7,0,0,Attchd,2002.0,3,2.0,542.0,3,3,3,WD ,200000
1093,2704,30,RL,50.0,5220,Pave,Lvl,SWISU,Norm,1Fam,1Story,5,3,1936,1950,Gable,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,0.0,830.0,4,Y,5,879,0.0,1,1,3,4,7,0,0,Detchd,1936.0,1,1.0,180.0,3,3,2,WD ,80000
1094,2839,20,RL,60.0,8172,Pave,Lvl,Edwards,Norm,1Fam,1Story,5,7,1955,1990,Hip,Plywood,None,0.0,3,3,CBlock,3,3,1,3,167.0,0.0,864.0,3,Y,5,864,1.0,1,1,3,5,7,0,0,Detchd,1957.0,1,2.0,572.0,3,3,1,WD ,115000
1095,1242,20,RL,72.0,9000,Pave,Lvl,NAmes,Norm,1Fam,1Story,6,5,1956,1956,Gable,Wd Sdng,BrkFace,74.0,3,3,CBlock,4,3,1,2,616.0,0.0,1196.0,4,Y,4,1196,1.0,1,1,3,6,7,1,4,Attchd,1956.0,2,1.0,297.0,3,3,3,WD ,139000
1096,2714,60,RL,74.0,7844,Pave,Lvl,Sawyer,Norm,1Fam,2Story,6,7,1978,1978,Hip,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,1,5,209.0,0.0,672.0,3,Y,5,1400,0.0,1,1,3,6,7,1,3,Attchd,1978.0,3,2.0,440.0,3,3,3,WD ,149500
1097,799,70,RL,60.0,9084,Pave,Lvl,Edwards,Artery,1Fam,2Story,4,5,1940,1950,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,2,1,0.0,0.0,755.0,3,Y,5,1510,1.0,1,1,3,7,7,1,4,Detchd,1940.0,1,1.0,296.0,2,1,2,WD ,108000
1098,1260,190,RL,60.0,10800,Pave,Lvl,OldTown,Norm,2fmCon,2Story,4,7,1900,2000,Gable,MetalSd,None,0.0,3,3,BrkTil,0,0,0,0,0.0,0.0,0.0,3,N,4,1294,0.0,2,2,3,7,7,0,0,,0.0,0,0.0,0.0,0,0,1,WD ,106250
1099,2107,20,RL,74.0,8556,Pave,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,0.0,1240.0,5,Y,5,1240,0.0,2,1,4,5,7,0,0,Attchd,2006.0,2,3.0,826.0,3,3,3,WD ,194000
1100,2486,20,RL,70.0,9100,Pave,Lvl,Sawyer,RRAe,1Fam,1Story,5,4,1962,1962,Hip,Wd Sdng,BrkFace,51.0,3,3,CBlock,3,3,1,2,36.0,0.0,988.0,5,Y,5,988,1.0,1,1,3,6,7,0,0,Detchd,1977.0,1,2.0,624.0,3,3,3,WD ,129500
1101,1911,90,RL,63.0,8668,Pave,Lvl,NAmes,Norm,Duplex,1Story,5,5,1968,1968,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,0.0,1560.0,3,Y,5,1560,0.0,2,2,3,8,7,0,0,Detchd,1968.0,1,3.0,792.0,3,3,3,WD ,126000
1102,896,20,RL,70.0,11767,Pave,Lvl,Edwards,Norm,1Fam,1Story,5,5,1950,1950,Gable,MetalSd,None,0.0,3,3,CBlock,2,3,2,3,1078.0,0.0,1078.0,3,Y,4,1368,1.0,1,1,3,6,6,0,0,Attchd,1950.0,2,1.0,195.0,3,3,3,WD ,120000
1103,272,20,RL,70.0,8400,Pave,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,BrkFace,109.0,4,3,PConc,4,3,3,6,712.0,0.0,1473.0,5,Y,5,1484,1.0,2,1,4,7,7,0,0,Attchd,2004.0,2,2.0,606.0,3,3,3,WD ,213000
1104,2521,120,RL,40.0,3874,Pave,Lvl,Greens,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,Wd Sdng,None,0.0,4,3,CBlock,4,3,4,6,807.0,0.0,1226.0,3,Y,5,1226,1.0,1,1,4,4,7,1,2,Attchd,1980.0,3,2.0,484.0,3,3,3,WD ,190000
1105,2324,20,RL,72.02564102564102,8076,Pave,Lvl,Gilbert,Norm,1Fam,1Story,6,6,1993,1994,Gable,HdBoard,BrkFace,112.0,3,3,PConc,4,3,1,6,705.0,0.0,1160.0,4,Y,5,1169,0.0,2,1,3,6,7,1,3,Attchd,1993.0,3,2.0,402.0,3,3,3,WD ,183500
1106,1953,80,RL,93.0,10090,Pave,Lvl,NAmes,Norm,1Fam,SLvl,7,5,1963,1999,Gable,Plywood,BrkFace,364.0,3,3,CBlock,3,3,3,3,242.0,483.0,725.0,3,Y,5,1651,0.0,2,1,3,6,7,2,3,BuiltIn,1963.0,1,1.0,276.0,3,3,3,WD ,172000
1107,887,20,RL,67.0,8877,Pave,Lvl,Edwards,Norm,1Fam,1Story,4,6,1938,1958,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,2,5,690.0,0.0,816.0,5,Y,5,816,1.0,1,1,3,3,7,1,4,Detchd,1958.0,1,1.0,288.0,2,2,3,WD ,100000
1108,1479,20,RL,85.0,11058,Pave,Lvl,CollgCr,Norm,1Fam,1Story,7,6,2007,2007,Gable,VinylSd,Stone,212.0,4,3,PConc,4,3,1,6,56.0,0.0,1564.0,5,Y,5,1564,0.0,2,1,4,6,7,0,0,Attchd,2007.0,2,3.0,814.0,3,3,3,WD ,218836
1109,1317,190,RM,60.0,10800,Pave,Lvl,OldTown,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0.0,0.0,482.0,5,N,5,1912,0.0,2,2,3,7,7,1,3,Detchd,2003.0,1,2.0,672.0,4,3,3,WD ,163000
1110,1750,20,RL,59.0,10936,Pave,Lvl,Gilbert,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,0.0,1510.0,5,Y,5,1525,0.0,2,1,4,6,7,1,4,Attchd,2006.0,2,2.0,534.0,3,3,3,New,206580
1111,2815,60,RL,65.0,8461,Pave,Lvl,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,0.0,728.0,5,Y,5,1456,0.0,2,1,4,8,7,1,4,Attchd,2005.0,3,2.0,390.0,3,3,3,New,163990
1112,2692,70,RM,60.0,7518,Pave,Lvl,IDOTRR,Norm,1Fam,2Story,5,8,1910,2004,Gable,Plywood,None,0.0,2,4,BrkTil,2,2,1,1,0.0,0.0,396.0,4,Y,5,1330,0.0,1,1,3,7,7,0,0,Detchd,2001.0,1,1.0,390.0,3,3,1,WD ,116500
1113,1090,60,RL,72.02564102564102,8010,Pave,Lvl,Gilbert,Norm,1Fam,2Story,7,5,2002,2003,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,0.0,840.0,5,Y,5,1720,0.0,2,1,4,7,7,1,4,BuiltIn,2002.0,3,2.0,400.0,3,3,3,WD ,188000
1114,1912,85,RL,75.19245283018869,10050,Pave,Lvl,NAmes,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,HdBoard,BrkFace,87.0,3,3,CBlock,3,3,3,6,602.0,0.0,793.0,5,Y,5,1280,0.0,2,1,3,6,7,1,3,Basment,1966.0,3,2.0,432.0,3,3,3,WD ,175000
1115,1634,120,RL,38.0,4740,Pave,Lvl,StoneBr,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CmentBd,None,0.0,4,3,CBlock,4,3,4,6,248.0,0.0,1166.0,4,Y,5,1179,1.0,2,1,3,5,7,0,0,Attchd,1988.0,2,2.0,480.0,3,3,3,WD ,182000
1116,1974,30,RM,60.0,6978,Pave,Bnk,OldTown,Artery,1Fam,1Story,5,7,1926,1980,Gable,MetalSd,None,0.0,4,4,BrkTil,3,3,1,1,0.0,0.0,850.0,3,Y,5,960,0.0,1,1,3,5,7,0,0,Detchd,1981.0,2,2.0,576.0,3,3,3,WD ,103000
1117,1764,20,RL,88.30555555555556,11400,Pave,Lvl,NoRidge,Norm,1Fam,1Story,10,5,2001,2002,Hip,VinylSd,BrkFace,705.0,5,3,PConc,5,3,4,6,1282.0,0.0,2633.0,5,Y,5,2633,1.0,2,1,5,8,7,2,4,Attchd,2001.0,2,3.0,804.0,3,3,3,WD ,466500
